run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
10,20000,126.00,agent_4,141.00,141.00,141.00,141.00,126.00,126.00,141.00,141.00,141.00,141.00
10,40000,123.00,agent_0,123.00,141.00,141.00,141.00,126.00,126.00,141.00,141.00,141.00,141.00
10,60000,123.00,agent_0,123.00,141.00,141.00,141.00,126.00,126.00,141.00,141.00,141.00,123.00
10,80000,121.00,agent_1,123.00,121.00,141.00,141.00,126.00,126.00,141.00,141.00,141.00,123.00
10,100000,121.00,agent_1,123.00,121.00,123.00,141.00,126.00,126.00,141.00,141.00,141.00,123.00
10,120000,121.00,agent_1,123.00,121.00,123.00,141.00,126.00,126.00,141.00,126.00,141.00,123.00
10,140000,121.00,agent_1,123.00,121.00,123.00,141.00,121.00,126.00,141.00,126.00,141.00,123.00
10,160000,120.00,agent_6,123.00,121.00,123.00,141.00,121.00,126.00,120.00,126.00,141.00,123.00
10,180000,120.00,agent_6,123.00,121.00,123.00,141.00,121.00,126.00,120.00,126.00,122.00,123.00
10,200000,120.00,agent_6,123.00,121.00,123.00,121.00,121.00,126.00,120.00,126.00,122.00,123.00
