run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
10,20000,120.00,agent_8,141.00,141.00,141.00,141.00,141.00,141.00,141.00,141.00,120.00,141.00
10,40000,120.00,agent_8,141.00,141.00,141.00,120.00,141.00,141.00,141.00,141.00,120.00,141.00
10,60000,120.00,agent_8,141.00,141.00,141.00,120.00,141.00,141.00,120.00,141.00,120.00,141.00
10,80000,120.00,agent_8,141.00,141.00,141.00,120.00,141.00,124.00,120.00,141.00,120.00,141.00
10,100000,119.00,agent_9,141.00,141.00,141.00,120.00,141.00,124.00,120.00,141.00,120.00,119.00
10,120000,119.00,agent_9,141.00,141.00,141.00,120.00,141.00,124.00,120.00,119.00,120.00,119.00
10,140000,119.00,agent_9,141.00,141.00,141.00,120.00,122.00,124.00,120.00,119.00,120.00,119.00
10,160000,119.00,agent_9,141.00,141.00,121.00,120.00,122.00,124.00,120.00,119.00,120.00,119.00
10,180000,118.00,agent_0,118.00,141.00,121.00,120.00,122.00,124.00,120.00,119.00,120.00,119.00
10,200000,118.00,agent_0,118.00,119.00,121.00,120.00,122.00,124.00,120.00,119.00,120.00,119.00
